,STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,DATE
42,TN,0.001957,0.083339,0.067589,0.005204,0.002341,0.006865,0.004287,0.006763,0.006593,0.021172,0.06425,0.000409,0.010307,0.005536,0.021952,0.039998,0.010632,0.152249,0.015686,0.003268,0.008787,0.004664,0.011923,0.004469,0.026147,0.147662,0.009482,0.036106,0.00523,0.00857,0.003915,0.004202,0.013452,0.005029,0.003314,0.027561,0.011288,0.003072,0.009198,0.003087,0.036573,0.009409,0.964676,0.006253,0.005453,0.040188,0.004312,0.002065,0.009976,0.031012,0.023663,2020-07-01
43,TX,0.008924,0.01843,0.095564,0.024163,0.008564,0.03815,0.003539,0.007623,0.004626,0.011123,0.009653,0.002194,0.011623,0.013436,0.011446,0.010513,0.029321,0.011558,0.113472,0.003603,0.005692,0.004867,0.005549,0.006275,0.021643,0.031296,0.023014,0.006296,0.010052,0.015381,0.004051,0.003481,0.219382,0.01904,0.002887,0.007126,0.135804,0.007281,0.005697,0.002848,0.007473,0.015853,0.016474,0.993387,0.016312,0.009192,0.00372,0.00623,0.006446,0.007773,0.050928,2020-07-01
44,UT,0.002701,0.001152,0.002432,0.015345,0.007399,0.023301,0.000955,0.001407,0.000656,0.000824,0.001414,0.000855,0.005485,0.098663,0.002719,0.002712,0.004365,0.002073,0.001078,0.000793,0.001,0.000851,0.001364,0.002712,0.003564,0.001362,0.056272,0.00094,0.006361,0.012253,0.000992,0.000784,0.016304,0.058936,0.000799,0.001884,0.00325,0.012326,0.001427,0.000766,0.001063,0.010792,0.001872,0.001847,0.969688,0.001216,0.001099,0.00743,0.002062,0.001964,0.137996,2020-07-01
45,VA,0.001527,0.006205,0.006057,0.002892,0.001333,0.003527,0.016713,0.442929,0.072987,0.008223,0.012033,0.000279,0.003816,0.002709,0.005411,0.009322,0.003399,0.023123,0.004486,0.011494,0.186831,0.01512,0.004626,0.002233,0.004655,0.005702,0.004731,0.080723,0.002015,0.004152,0.012275,0.020166,0.006597,0.002716,0.013418,0.01745,0.003827,0.001855,0.039132,0.013474,0.033778,0.003973,0.037998,0.003031,0.003199,0.969485,0.016064,0.001842,0.003782,0.172031,0.009401,2020-07-01
46,VT,0.000196,9.6e-05,0.000138,8.8e-05,4.7e-05,0.000223,0.011144,0.001016,0.000815,0.000187,0.000174,1.9e-05,0.000132,0.000205,0.000265,0.000399,0.000112,0.000314,7.2e-05,0.0132,0.000609,0.011474,0.000195,0.000131,0.000214,0.000141,0.000321,0.000364,0.000226,0.000227,0.077607,0.00169,0.000211,7.4e-05,0.006866,0.000466,0.000162,6.4e-05,0.001188,0.005935,0.000288,0.000395,0.000237,6.2e-05,0.000164,0.0006,0.952824,8e-05,0.000207,0.000516,0.000556,2020-07-01
47,WA,0.052333,0.000668,0.00105,0.004413,0.004555,0.004287,0.000828,0.000977,0.000408,0.000768,0.000987,0.003607,0.002157,0.158117,0.001451,0.001337,0.00182,0.001093,0.000676,0.000765,0.000755,0.001147,0.000863,0.002295,0.001598,0.000811,0.054828,0.000807,0.006248,0.004488,0.000829,0.000581,0.004296,0.009749,0.000619,0.001049,0.001463,0.183686,0.000974,0.00055,0.000712,0.007768,0.001076,0.001062,0.010551,0.000986,0.000719,0.986779,0.001478,0.000678,0.023985,2020-07-01
48,WI,0.001801,0.001904,0.003699,0.002424,0.000855,0.004091,0.00203,0.001994,0.001507,0.001578,0.002199,0.000149,0.048796,0.004349,0.099196,0.016439,0.004713,0.006263,0.001369,0.00167,0.001751,0.004368,0.014685,0.149906,0.007396,0.002769,0.014013,0.002239,0.021145,0.009376,0.002651,0.001489,0.004061,0.002824,0.001441,0.005614,0.003398,0.001941,0.003273,0.001268,0.00218,0.023384,0.004666,0.001436,0.003167,0.002357,0.002959,0.001795,0.974719,0.004312,0.020061,2020-07-01
49,WV,0.000352,0.001902,0.002492,0.001024,0.000297,0.001272,0.002758,0.017434,0.008951,0.002454,0.002969,1.9e-05,0.002355,0.001176,0.003474,0.008128,0.002009,0.030501,0.001362,0.00167,0.046202,0.00211,0.004023,0.001199,0.002821,0.001822,0.001383,0.012571,0.001381,0.001947,0.001604,0.003015,0.002665,0.000847,0.0028,0.051699,0.00166,0.00059,0.03545,0.002034,0.01355,0.002155,0.006359,0.000763,0.001583,0.043236,0.003847,0.000363,0.002333,0.947268,0.005301,2020-07-01
50,WY,0.001213,0.000945,0.002584,0.00366,0.002395,0.042114,0.000714,0.000547,0.000461,0.000624,0.001111,9.3e-05,0.006839,0.049774,0.002835,0.002781,0.005091,0.001901,0.000992,0.000538,0.000799,0.000629,0.001177,0.004163,0.00382,0.00123,0.090893,0.000733,0.015643,0.027955,0.000666,0.000636,0.008909,0.009621,0.000538,0.001673,0.003764,0.007812,0.001308,0.00055,0.000869,0.053923,0.001782,0.001396,0.049692,0.001072,0.001015,0.005587,0.002837,0.001761,0.893868,2020-07-01
0,AK,0.992966,5.5e-05,5.2e-05,0.000132,8.6e-05,0.00013,2.5e-05,0.0,1.6e-05,4.1e-05,4.9e-05,9.3e-05,2.2e-05,0.000608,4.3e-05,2.3e-05,5.4e-05,7.2e-05,6.3e-05,2.8e-05,1.7e-05,3.7e-05,4.3e-05,0.000101,6.4e-05,3.8e-05,0.000592,4.2e-05,9.3e-05,8.9e-05,1.3e-05,2e-05,0.000146,0.000104,2.2e-05,2.8e-05,7.3e-05,0.001014,2.1e-05,2.2e-05,3.2e-05,9.4e-05,2.9e-05,6.9e-05,0.000295,3.1e-05,4.1e-05,0.001984,4.7e-05,2.8e-05,0.000277,2020-06-13
1,AL,0.001206,0.94822,0.023725,0.003315,0.000913,0.002676,0.001016,0.002533,0.001517,0.039652,0.084198,0.000204,0.003265,0.002126,0.005798,0.008659,0.004153,0.022348,0.057613,0.000808,0.002258,0.001371,0.002072,0.001043,0.009792,0.155803,0.003493,0.006911,0.002073,0.003585,0.000816,0.001091,0.009772,0.002319,0.000904,0.004586,0.008134,0.00094,0.002391,0.000895,0.011297,0.003211,0.071874,0.006936,0.00257,0.004866,0.001024,0.000727,0.001895,0.00545,0.010375,2020-06-13
2,AR,0.000724,0.011255,0.962077,0.004691,0.001276,0.004333,0.000952,0.001485,0.001211,0.003057,0.003916,0.00013,0.005351,0.003017,0.006823,0.006061,0.016293,0.007865,0.0305,0.000563,0.001577,0.000852,0.001995,0.00153,0.053685,0.044143,0.003236,0.002149,0.002446,0.006189,0.000701,0.000881,0.017163,0.003116,0.000748,0.003179,0.070371,0.001257,0.002135,0.000671,0.002594,0.004911,0.029072,0.014955,0.003698,0.003156,0.000819,0.000764,0.002349,0.004055,0.015245,2020-06-13
3,AZ,0.003698,0.001701,0.005065,0.981034,0.020276,0.012476,0.000749,0.001135,0.000888,0.001203,0.00164,0.000908,0.004407,0.011941,0.00382,0.003079,0.005294,0.002069,0.002962,0.000666,0.001112,0.000908,0.001417,0.002298,0.005051,0.003133,0.010104,0.001115,0.004938,0.007372,0.000727,0.000757,0.063966,0.065258,0.000698,0.001861,0.008671,0.006926,0.001493,0.000806,0.001158,0.005516,0.00315,0.004873,0.036724,0.001616,0.000901,0.004604,0.002125,0.00166,0.026893,2020-06-13
4,CA,0.006954,0.001804,0.004838,0.06415,0.995146,0.011125,0.001403,0.003144,0.001065,0.001696,0.002167,0.010781,0.00435,0.027381,0.003556,0.00309,0.004367,0.002339,0.002941,0.001446,0.001721,0.001742,0.001419,0.002177,0.004557,0.00291,0.017761,0.001692,0.004286,0.009261,0.001185,0.0012,0.03601,0.165124,0.001202,0.002062,0.007084,0.040951,0.001813,0.001052,0.001625,0.006139,0.00354,0.004244,0.036036,0.002115,0.001474,0.013087,0.001759,0.001565,0.039648,2020-06-13
5,CO,0.003939,0.00132,0.004199,0.010245,0.00326,0.977375,0.000781,0.001703,0.001049,0.0014,0.001445,0.000537,0.008365,0.016005,0.003819,0.003161,0.021075,0.002447,0.002388,0.000634,0.001129,0.001334,0.001417,0.003662,0.007297,0.002093,0.020957,0.001085,0.010529,0.036442,0.000905,0.000717,0.058766,0.01205,0.000641,0.001916,0.008645,0.005573,0.001435,0.000604,0.001124,0.021799,0.002616,0.004901,0.029348,0.001356,0.001106,0.004174,0.002636,0.001424,0.194339,2020-06-13
6,CT,0.000241,0.000575,0.001063,0.000562,0.000235,0.000594,0.961229,0.003974,0.006602,0.001091,0.001229,1.9e-05,0.000931,0.00067,0.00126,0.001687,0.000595,0.0012,0.000524,0.079636,0.004093,0.023142,0.000553,0.000389,0.000907,0.000708,0.001046,0.002005,0.000606,0.001369,0.031012,0.013472,0.001651,0.000667,0.036315,0.001889,0.000644,0.000354,0.006077,0.164846,0.002324,0.000869,0.001283,0.000388,0.000918,0.004044,0.05028,0.000218,0.000664,0.002518,0.003846,2020-06-13
7,DC,4e-05,0.000205,0.000184,0.000215,0.000115,0.000227,0.001066,0.850262,0.013203,0.000441,0.000531,7.4e-05,0.000137,0.00023,0.000262,0.00038,0.000112,0.000339,0.000217,0.000808,0.109789,0.000704,0.000254,0.000154,0.000233,0.000307,0.000197,0.001661,7e-05,0.000149,0.000701,0.001864,0.00027,0.00022,0.001055,0.000453,0.00012,6.9e-05,0.002771,0.000873,0.001273,0.000208,0.000526,0.000141,0.000197,0.039773,0.000983,0.000134,0.000159,0.00596,0.000332,2020-06-13
8,DE,8e-05,0.000351,0.000516,0.000258,0.000118,0.00022,0.003396,0.02179,0.890225,0.000714,0.000858,0.0,0.00041,0.000241,0.000498,0.000831,0.000254,0.000732,0.000336,0.001824,0.090352,0.001686,0.000265,0.000213,0.000393,0.000358,0.000592,0.002787,0.000326,0.000379,0.001542,0.023497,0.000865,0.000304,0.003363,0.000979,0.000313,6.9e-05,0.039381,0.002753,0.001978,0.00051,0.000795,0.000175,0.000302,0.010183,0.002416,0.000106,0.000236,0.004658,0.001328,2020-06-13
9,FL,0.003095,0.120281,0.016114,0.004015,0.001599,0.006306,0.007446,0.010349,0.008022,0.977449,0.093859,0.000704,0.005254,0.00287,0.011613,0.015221,0.005451,0.028,0.032333,0.007008,0.009343,0.008875,0.00733,0.003227,0.011007,0.048199,0.004578,0.017772,0.002958,0.005319,0.007826,0.006855,0.007784,0.004237,0.006762,0.011976,0.007427,0.00177,0.008294,0.009289,0.025924,0.004836,0.038747,0.006588,0.003921,0.012271,0.006428,0.001803,0.005068,0.013126,0.012949,2020-06-13
10,GA,0.002894,0.120728,0.011031,0.003757,0.001489,0.004214,0.004704,0.010349,0.006117,0.051134,0.97118,0.000463,0.005003,0.00398,0.008261,0.011385,0.004894,0.023945,0.01263,0.003207,0.007759,0.004669,0.005565,0.002903,0.008277,0.025205,0.006414,0.033502,0.003471,0.006248,0.003862,0.004293,0.009794,0.003984,0.003815,0.009163,0.00585,0.001896,0.00655,0.004118,0.109251,0.00527,0.07796,0.004343,0.004904,0.013914,0.003808,0.001554,0.003881,0.012768,0.01685,2020-06-13
11,HI,0.001005,1.1e-05,9e-06,0.000147,0.000229,0.000144,3.8e-05,8.7e-05,4.8e-05,3.6e-05,2.9e-05,0.998203,1.8e-05,0.000147,1.9e-05,2.3e-05,4.9e-05,1.1e-05,2.4e-05,4.3e-05,4.1e-05,5.6e-05,2.6e-05,3.6e-05,2.8e-05,3.4e-05,0.000138,2.5e-05,2.3e-05,4.5e-05,8.9e-05,1.8e-05,6.7e-05,0.00046,2.4e-05,2.1e-05,4.3e-05,0.000322,1.9e-05,9e-05,2.4e-05,1.9e-05,1.6e-05,4.5e-05,0.000177,3.8e-05,0.000123,0.000309,2.4e-05,2.8e-05,0.000111,2020-06-13
12,IA,0.000724,0.00161,0.005253,0.003447,0.001201,0.008406,0.000743,0.000786,0.000791,0.001084,0.001684,0.000148,0.962923,0.007227,0.038704,0.00746,0.017738,0.004228,0.001332,0.000528,0.001078,0.001297,0.002774,0.039239,0.025165,0.002548,0.013123,0.001184,0.019427,0.179413,0.000676,0.000722,0.008548,0.005202,0.000721,0.003195,0.0065,0.002335,0.001847,0.000604,0.001374,0.122634,0.003723,0.001747,0.008301,0.001569,0.001474,0.001747,0.026527,0.002659,0.045569,2020-06-13
13,ID,0.003778,0.000399,0.001216,0.003671,0.002262,0.0047,0.000171,0.000306,0.000178,0.000283,0.000473,0.000333,0.002678,0.956866,0.001395,0.001316,0.00184,0.000894,0.000458,0.000138,0.000238,0.00013,0.000391,0.001399,0.001784,0.000661,0.078857,0.000347,0.009457,0.006576,0.000115,0.000186,0.006436,0.012445,0.000178,0.000641,0.001741,0.029182,0.000479,0.000201,0.000408,0.009105,0.000901,0.000778,0.05827,0.000372,0.000287,0.053784,0.000986,0.000481,0.081427,2020-06-13
14,IL,0.002613,0.008074,0.017138,0.00783,0.002576,0.011183,0.002863,0.004629,0.003244,0.006212,0.007339,0.000722,0.11179,0.008935,0.978493,0.111279,0.019084,0.037123,0.004514,0.002391,0.004393,0.003632,0.020905,0.01532,0.106872,0.009227,0.015491,0.004818,0.013953,0.024019,0.002639,0.002832,0.017825,0.009452,0.002982,0.014541,0.011536,0.003814,0.007431,0.003156,0.006301,0.023934,0.019407,0.004958,0.010694,0.005745,0.004135,0.002926,0.127891,0.010448,0.046205,2020-06-13
15,IN,0.001085,0.00884,0.010966,0.004992,0.001498,0.00577,0.002837,0.003843,0.003503,0.005743,0.006773,7.4e-05,0.015609,0.006086,0.095164,0.962564,0.008905,0.141243,0.003126,0.001895,0.0043,0.002909,0.05047,0.006486,0.016612,0.005546,0.010933,0.005537,0.007617,0.013814,0.002371,0.002876,0.013523,0.005526,0.002797,0.050731,0.007878,0.002129,0.007573,0.002193,0.007603,0.012127,0.02104,0.002913,0.006878,0.006455,0.004013,0.001722,0.018594,0.015267,0.032288,2020-06-13
16,KS,0.001045,0.002127,0.013787,0.003966,0.000976,0.020439,0.000597,0.000742,0.000823,0.001096,0.00158,9.3e-05,0.015556,0.004724,0.005354,0.004019,0.962607,0.003615,0.002129,0.000421,0.00096,0.000815,0.001056,0.004005,0.153011,0.00355,0.007144,0.00106,0.008059,0.047102,0.000446,0.000562,0.013018,0.003738,0.000511,0.001986,0.04441,0.001786,0.00131,0.000381,0.001201,0.01532,0.003507,0.004078,0.005757,0.001289,0.000778,0.001267,0.002659,0.001773,0.029024,2020-06-13
17,KY,0.001568,0.017081,0.010017,0.002328,0.000733,0.003238,0.001581,0.00214,0.001776,0.008929,0.012156,0.000185,0.006719,0.002964,0.021428,0.092054,0.005714,0.948895,0.003552,0.000997,0.002974,0.001705,0.010082,0.002727,0.015491,0.008393,0.005091,0.007816,0.003331,0.006791,0.001377,0.001541,0.007132,0.002488,0.001605,0.068757,0.004242,0.001273,0.004333,0.001231,0.013314,0.006045,0.083282,0.002304,0.003678,0.009872,0.002211,0.000914,0.005864,0.06168,0.017182,2020-06-13
18,LA,0.001166,0.027011,0.036432,0.003152,0.000923,0.002928,0.000692,0.00131,0.000968,0.007702,0.005923,0.000204,0.001946,0.001791,0.00211,0.002129,0.002684,0.003413,0.968143,0.000457,0.001263,0.000667,0.000649,0.00068,0.004227,0.113858,0.002269,0.002282,0.001561,0.002663,0.000421,0.000646,0.010491,0.002073,0.000482,0.001467,0.008558,0.000814,0.001267,0.00056,0.003363,0.002361,0.006934,0.024032,0.002197,0.00233,0.000573,0.000608,0.000753,0.002103,0.007885,2020-06-13
19,MA,0.000402,0.00062,0.001015,0.000645,0.00033,0.000713,0.105402,0.004541,0.004891,0.001315,0.001147,9.3e-05,0.001041,0.000608,0.001651,0.001797,0.000561,0.00128,0.000528,0.979055,0.00356,0.107689,0.000815,0.000592,0.000869,0.000775,0.001204,0.001661,0.000769,0.001369,0.372822,0.006064,0.001561,0.000849,0.010172,0.002062,0.000647,0.000343,0.004506,0.437128,0.001769,0.000907,0.001277,0.00046,0.001095,0.003597,0.092208,0.000409,0.001201,0.002037,0.003403,2020-06-13
20,MD,0.000523,0.001931,0.002576,0.001465,0.000612,0.001704,0.009712,0.657991,0.351035,0.003325,0.003947,0.000167,0.001963,0.00154,0.00275,0.004017,0.001625,0.004293,0.001549,0.005854,0.953863,0.007134,0.001581,0.000811,0.002361,0.002274,0.00221,0.011762,0.001188,0.00247,0.006501,0.018624,0.004055,0.001717,0.008373,0.005712,0.001688,0.000586,0.065148,0.008147,0.008836,0.002191,0.00424,0.001128,0.002019,0.097751,0.006346,0.000558,0.00124,0.113817,0.00747,2020-06-13
21,ME,4e-05,0.000128,0.000254,0.000108,6e-05,0.000151,0.005091,0.000524,0.000694,0.000226,0.000243,0.0,0.000251,7.3e-05,0.000266,0.000417,0.000146,0.000238,7e-05,0.020748,0.000602,0.963906,0.00012,8.8e-05,0.000203,0.000139,0.000257,0.00035,7e-05,0.000268,0.102877,0.000912,0.00027,0.000194,0.001146,0.000445,0.000213,0.000169,0.000938,0.007319,0.000363,0.00017,0.000271,8.3e-05,0.000151,0.000709,0.012816,0.000122,0.000304,0.000453,0.000443,2020-06-13
22,MI,0.001487,0.001943,0.003482,0.001938,0.000626,0.002301,0.001746,0.002751,0.001324,0.002216,0.002751,0.000296,0.005488,0.001948,0.015559,0.04921,0.001913,0.008943,0.001028,0.001135,0.001921,0.002687,0.987082,0.0036,0.003857,0.001617,0.003828,0.002355,0.004076,0.004716,0.001683,0.001114,0.003909,0.002507,0.001569,0.036587,0.002074,0.000893,0.003494,0.001074,0.002661,0.004005,0.005614,0.001185,0.002865,0.002554,0.002047,0.000892,0.017047,0.005997,0.009518,2020-06-13
23,MN,0.002331,0.000773,0.002296,0.00184,0.000621,0.003918,0.000514,0.000873,0.000678,0.000831,0.001154,0.00037,0.052222,0.00397,0.006694,0.004418,0.005055,0.002556,0.000549,0.000457,0.000706,0.000686,0.002285,0.982669,0.004766,0.000977,0.016813,0.000748,0.275069,0.013687,0.000574,0.000421,0.003459,0.002416,0.000587,0.002042,0.002721,0.001379,0.001219,0.00047,0.000814,0.127357,0.001832,0.000909,0.003613,0.000953,0.000737,0.001753,0.087262,0.001339,0.020059,2020-06-13
24,MO,0.002171,0.007976,0.104598,0.007271,0.001992,0.0124,0.001403,0.001397,0.00155,0.003829,0.004911,0.000278,0.049566,0.007426,0.074173,0.015329,0.287391,0.018206,0.006157,0.000997,0.002337,0.001964,0.004114,0.006987,0.964292,0.015793,0.010893,0.002666,0.0075,0.039075,0.001377,0.001229,0.020521,0.006699,0.00125,0.006049,0.045434,0.002832,0.003388,0.000985,0.003541,0.019967,0.017321,0.006065,0.009088,0.003288,0.001802,0.002115,0.007653,0.00529,0.040008,2020-06-13
25,MS,0.001085,0.083826,0.050263,0.003004,0.000824,0.002359,0.000717,0.000961,0.001114,0.010129,0.009538,0.000148,0.002859,0.001864,0.003672,0.003021,0.004255,0.006416,0.112683,0.000457,0.001329,0.000889,0.000885,0.00083,0.010466,0.943222,0.002664,0.002772,0.001537,0.003251,0.000612,0.00068,0.009356,0.001918,0.000521,0.001948,0.008898,0.000803,0.001529,0.000649,0.004377,0.002739,0.071817,0.007378,0.002262,0.002706,0.000696,0.000524,0.00134,0.00281,0.008826,2020-06-13
26,MT,0.002372,0.000296,0.00066,0.001398,0.000721,0.003407,0.000146,0.000262,0.000161,0.000198,0.000338,5.6e-05,0.001888,0.037824,0.001006,0.000872,0.00103,0.000616,0.000343,0.00015,0.000207,0.00013,0.000344,0.002364,0.001025,0.000387,0.959762,0.000197,0.046447,0.003489,7.6e-05,0.000128,0.002617,0.003511,0.000121,0.000473,0.000907,0.00421,0.000329,0.000157,0.000278,0.01668,0.000538,0.00043,0.009875,0.000231,0.000164,0.008254,0.001266,0.000358,0.079213,2020-06-13
27,NC,0.001487,0.011253,0.005962,0.0029,0.001234,0.002975,0.008036,0.024541,0.018756,0.01293,0.034692,0.000315,0.003644,0.002566,0.005511,0.009547,0.003304,0.018596,0.005388,0.005649,0.022648,0.007764,0.004268,0.001723,0.004877,0.008023,0.003335,0.963272,0.002027,0.003675,0.006501,0.008891,0.005762,0.00252,0.007715,0.016531,0.003739,0.001241,0.01541,0.007409,0.233161,0.003495,0.042476,0.002489,0.003049,0.101151,0.00823,0.001142,0.003373,0.059511,0.010292,2020-06-13
28,ND,0.000523,0.000185,0.000376,0.000525,0.000165,0.001412,0.000159,0.000175,0.000129,0.000118,0.000202,1.9e-05,0.002603,0.003582,0.000909,0.000774,0.001274,0.000425,0.000199,0.00011,9e-05,0.000111,0.000358,0.048393,0.000697,0.000211,0.039882,0.000105,0.969393,0.004441,0.000127,9.7e-05,0.000899,0.000901,0.000108,0.000366,0.000774,0.000803,0.000282,9e-05,0.000149,0.036609,0.000326,0.000252,0.001423,0.000181,4.1e-05,0.001042,0.002515,0.000273,0.013032,2020-06-13
29,NE,0.000322,0.001015,0.003342,0.00329,0.001413,0.019873,0.000584,0.000524,0.000484,0.000573,0.00102,7.4e-05,0.097549,0.009553,0.005111,0.003866,0.029439,0.002246,0.00093,0.000378,0.000678,0.000778,0.001524,0.007245,0.012018,0.001419,0.010716,0.000765,0.019124,0.966541,0.000433,0.00048,0.009199,0.006608,0.000491,0.001919,0.005763,0.003038,0.001236,0.000336,0.000857,0.103612,0.002092,0.00141,0.011415,0.00096,0.001106,0.001716,0.003373,0.001367,0.090446,2020-06-13
30,NH,0.000241,0.000189,0.000337,0.000218,9.9e-05,0.000245,0.014244,0.000699,0.001566,0.000402,0.000338,0.0,0.000349,0.00023,0.000386,0.000561,0.000171,0.000364,0.000161,0.145527,0.000995,0.147063,0.000196,0.000137,0.000295,0.000202,0.000355,0.000533,0.00021,0.000431,0.945471,0.001419,0.000416,0.000279,0.002329,0.000639,0.000213,0.000122,0.001414,0.027016,0.00052,0.000397,0.000378,0.000142,0.000262,0.001056,0.222331,9.4e-05,0.000239,0.000707,0.001217,2020-06-13
31,NJ,0.000603,0.001487,0.002314,0.001634,0.000773,0.001523,0.032049,0.019607,0.11954,0.002881,0.002863,0.000111,0.002497,0.001267,0.002962,0.003807,0.001386,0.002775,0.001283,0.010884,0.022807,0.010246,0.001417,0.000811,0.002033,0.001651,0.002447,0.005839,0.001444,0.003258,0.008349,0.966467,0.004684,0.00162,0.094842,0.004283,0.001791,0.000814,0.110438,0.014772,0.005877,0.001738,0.003197,0.001062,0.001954,0.012092,0.017074,0.000602,0.001328,0.006884,0.007636,2020-06-13
32,NM,0.001005,0.001801,0.00615,0.023626,0.003979,0.024282,0.000584,0.000655,0.000646,0.000853,0.001305,0.000222,0.003304,0.005761,0.002644,0.002486,0.005831,0.001734,0.003629,0.000331,0.00073,0.00063,0.000768,0.001046,0.004545,0.003403,0.005269,0.000829,0.002306,0.006018,0.00028,0.000503,0.939122,0.011551,0.000466,0.001425,0.01219,0.002847,0.001162,0.00056,0.001019,0.004024,0.00277,0.01436,0.010819,0.001312,0.000328,0.001522,0.001098,0.00132,0.024929,2020-06-13
33,NV,0.002532,0.000716,0.001754,0.029469,0.023773,0.007859,0.000463,0.001092,0.000274,0.000646,0.000776,0.001056,0.003538,0.027768,0.002222,0.002021,0.002445,0.001222,0.001077,0.000414,0.000685,0.000537,0.000841,0.001354,0.002337,0.001053,0.015077,0.000485,0.00389,0.007773,0.000357,0.000418,0.019712,0.950433,0.000435,0.001182,0.002795,0.009979,0.000784,0.000649,0.000611,0.005138,0.001392,0.001702,0.059555,0.000676,0.000246,0.004798,0.001207,0.000641,0.037158,2020-06-13
34,NY,0.000884,0.001519,0.00248,0.001591,0.000828,0.001862,0.131231,0.016419,0.023372,0.003303,0.003201,0.00037,0.002771,0.001885,0.003635,0.004814,0.001439,0.00363,0.001294,0.026976,0.012458,0.021401,0.002296,0.001533,0.002448,0.001676,0.003177,0.005876,0.001887,0.003474,0.022574,0.140108,0.004133,0.002054,0.985211,0.007635,0.001768,0.001543,0.048098,0.029299,0.006045,0.002512,0.003386,0.001138,0.002426,0.01045,0.139827,0.001182,0.002016,0.008817,0.008605,2020-06-13
35,OH,0.001206,0.007287,0.008941,0.004304,0.00142,0.004812,0.005751,0.008122,0.007409,0.006842,0.008158,0.000241,0.009971,0.005143,0.01525,0.073903,0.005577,0.130152,0.003059,0.003872,0.009584,0.006077,0.061986,0.004162,0.009521,0.004784,0.008584,0.013697,0.00552,0.010682,0.004563,0.005021,0.01222,0.004963,0.006871,0.980665,0.006217,0.002108,0.050282,0.003581,0.017611,0.008841,0.021744,0.002835,0.006006,0.015546,0.007165,0.001532,0.008344,0.236235,0.026229,2020-06-13
36,OK,0.001166,0.004592,0.092783,0.009415,0.00233,0.010437,0.000863,0.001266,0.001033,0.001809,0.002396,0.000259,0.009944,0.004766,0.005785,0.005001,0.075683,0.004019,0.00849,0.000516,0.001201,0.001056,0.001492,0.003168,0.037364,0.008562,0.006098,0.001594,0.005357,0.01423,0.00065,0.000852,0.037706,0.005921,0.00069,0.002656,0.963434,0.002166,0.001931,0.000582,0.001865,0.010371,0.005694,0.03356,0.005711,0.002236,0.001024,0.001226,0.002951,0.002933,0.026672,2020-06-13
